"","Estimate","Std. Error","t value","FDR","bcpid"
"bcpIDd2D7COPR_B",0.18381505771862,0.100036700237581,1.8374762190483,0.067608597121053,"bcpIDd2D7COPR_B"
"bcpIDd2D9COPR_A",0.466537363168405,0.0166836578692131,27.9637335424698,0.0000000000000000000000000000000000000000000000000000000000000000000000222524416637587,"bcpIDd2D9COPR_A"
"bcpIDd2D9COPR_B",0.406873944515416,0.0157565309997035,25.8225585646404,0.0000000000000000000000000000000000000000000000000000000000000000065298710960268,"bcpIDd2D9COPR_B"
"bcpIDd2E10COPR_A",0.0426790753605273,0.0830991776337545,0.513592030340277,0.608098560073355,"bcpIDd2E10COPR_A"
"bcpIDd2E11COPR_A",0.282950592931428,0.0266181297546527,10.6299952528396,0.00000000000000000000301431315604472,"bcpIDd2E11COPR_A"
"bcpIDd2E11COPR_B",0.594885074963993,0.0134569005262379,44.2066933469638,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000807451187767962,"bcpIDd2E11COPR_B"
"bcpIDd2E1COPR_A",-0.0439378833481968,0.0372203817183744,-1.18047911707757,0.239197892120484,"bcpIDd2E1COPR_A"
"bcpIDd2E3COPR_A",0.14991148044092,0.0662338913259155,2.26336513588269,0.0246762984586,"bcpIDd2E3COPR_A"
"bcpIDd2E5COPR_A",0.425055693336819,0.0092762153559261,45.8221027679432,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110331938018034,"bcpIDd2E5COPR_A"
"bcpIDd2E7COPR_B",0.175130724017362,0.0799336625512525,2.19095082631889,0.0295993487421821,"bcpIDd2E7COPR_B"
"bcpIDd2E9COPR_A",0.330307302083985,0.0193850690908115,17.0392635969789,0.0000000000000000000000000000000000000000608080018889751,"bcpIDd2E9COPR_A"
"bcpIDd2E9COPR_B",0.553083217628939,0.0172007281459787,32.154639788214,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000217017640904722,"bcpIDd2E9COPR_B"
"bcpIDd2F10COPR_A",0.320448403151704,0.0165824241874895,19.3245812269996,0.00000000000000000000000000000000000000000000000835600622070789,"bcpIDd2F10COPR_A"
"bcpIDd2F10COPR_B",0.279718483603763,0.0324025046025561,8.63261920751946,0.00000000000000179319903084764,"bcpIDd2F10COPR_B"
"bcpIDd2F3COPR_A",0.025267353588124,0.0740475391352445,0.341231509962463,0.733283980032053,"bcpIDd2F3COPR_A"
"bcpIDd2F5COPR_A",0.656942317203128,0.0120678538060274,54.4373778272829,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000114739084819011,"bcpIDd2F5COPR_A"
"bcpIDd2F7COPR_A",0.126992744825663,0.0551415304897869,2.30303264522524,0.02229511578061,"bcpIDd2F7COPR_A"
"bcpIDd2F7COPR_B",0.176908058690293,0.0257048846297652,6.88227398171011,0.0000000000725675501943361,"bcpIDd2F7COPR_B"
"bcpIDd2F9COPR_A",0.390861052384763,0.045911750012347,8.51331200138632,0.00000000000000383358481630272,"bcpIDd2F9COPR_A"
"bcpIDd2G11COPR_A",0.508844610820843,0.0200196928908385,25.4172036302167,0.0000000000000000000000000000000000000000000000000000000000000000754881544709844,"bcpIDd2G11COPR_A"
"bcpIDd2G11COPR_B",0.305405637957247,0.019082307108585,16.0046495541331,0.0000000000000000000000000000000000000895667065234744,"bcpIDd2G11COPR_B"
"bcpIDd2G12COPR_A",0.737602621228523,0.0223501054581372,33.0021986970078,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000261387651825382,"bcpIDd2G12COPR_A"
"bcpIDd2G1COPR_A",0.0962356138485326,0.0898151290747845,1.07148555972571,0.28522966507094,"bcpIDd2G1COPR_A"
"bcpIDd2G5COPR_A",0.518428571160539,0.0159859521123271,32.4302592374695,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000511259607291251,"bcpIDd2G5COPR_A"
"bcpIDd2G9COPR_A",0.404224529685357,0.0209738976474855,19.2727425526375,0.000000000000000000000000000000000000000000000011890092515696,"bcpIDd2G9COPR_A"
"bcpIDd2H10COPR_B",0.326192249858717,0.0207649937239729,15.7087574499063,0.00000000000000000000000000000000000073018754672504,"bcpIDd2H10COPR_B"
"bcpIDd2H11COPR_A",0.416283366724808,0.0213712551795669,19.4786578152329,0.0000000000000000000000000000000000000000000000029337977815388,"bcpIDd2H11COPR_A"
"bcpIDd2H11COPR_B",0.593786859019082,0.0166853799587826,35.5872542600705,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000586349604129324,"bcpIDd2H11COPR_B"
"bcpIDd2H3COPR_A",0.304634290679158,0.0873047115059278,3.48932245951554,0.000594390013764213,"bcpIDd2H3COPR_A"
"bcpIDd2H7COPR_B",0.104260345549527,0.053051808985856,1.96525523903103,0.0507554061291476,"bcpIDd2H7COPR_B"
"bcpIDd2H9COPR_A",0.465673487480054,0.0175570747304757,26.5234097723429,0.000000000000000000000000000000000000000000000000000000000000000000099565292182174,"bcpIDd2H9COPR_A"
"bcpIDd2H9COPR_B",0.568657459570897,0.0140761579542283,40.3986273399325,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102278514460874,"bcpIDd2H9COPR_B"
