"","EH0","EH0_40","EH40","EH20_60","EH0_80","EH40_80","EH80"
"000",0.281,0.594,0.812,0.688,0.467,0.531,0.3
"100",0,0.031,0.094,0.156,0.267,0.281,0.233
"010",0,0.031,0.031,0.031,0,0,0
"001",0.312,0.156,0.031,0,0,0,0
"110",0,0.031,0.031,0,0,0,0.033
"101",0,0,0,0,0,0,0
"011",0.062,0,0,0,0,0,0
"111",0,0,0,0,0,0,0
"n_extinct",0.344,0.156,0,0.125,0.2,0.188,0.367
"n_tot",32,32,32,32,30,32,30
