"","EH0","EH0_40","EH40","EH20_60","EH0_80","EH40_80","EH80"
"000",9,19,26,22,14,17,9
"100",0,1,3,5,8,9,7
"010",0,1,1,1,0,0,0
"001",10,5,1,0,0,0,0
"110",0,1,1,0,0,0,1
"101",0,0,0,0,0,0,0
"011",2,0,0,0,0,0,0
"111",0,0,0,0,0,0,0
"n_extinct",11,5,0,4,6,6,11
"n_tot",32,32,32,32,30,32,30
