"","mn 0,80","var 0,80","mn 0,40","var 0,40","mn 40,80","var 40,80"
"EH0",0.0199146771545593,0.000421874695452137,0.0380945980545181,0.000468982806349386,-0.0100205807852686,0.000770233534648842
"EH0_40",0.00811988343335069,0.000845173451822416,0.0123293738830856,0.000577407805442891,-0.00434657411294847,0.000588741837926684
"EH40",0.0189748435867063,0.000774739191034455,0.0182813059759225,0.00057677869681571,0.0220839202472626,0.000778253277682858
"EH20_60",0.0408982340976724,0.00106726688604101,0.0189441567102209,0.000608077060611312,0.0525641032171459,0.00144961630343497
"EH0_80",0.0529496479962013,0.00224381954477112,0.0150712937783895,0.000380915698778407,0.0744859388771405,0.00221582744626068
"EH40_80",0.0708620089684113,0.00206836821906566,0.0189838664391395,0.00135434923255021,0.0995531349054791,0.00279073515130569
"EH80",0.0849156934457202,0.00370234167175537,0.0103465036653966,0.00272297322208386,0.110490583835859,0.00418999047510959
