"","Estimate","Std. Error","t value","FDR","bcpid"
"bcpIDd1A10COPR_B",0.149692542490259,0.0357093809766789,4.19196688366063,0.0000361187785859134,"bcpIDd1A10COPR_B"
"bcpIDd1A11COPR_A",0.249319912913411,0.0136999545473736,18.1985941669571,0.0000000000000000000000000000000000000000000000000075216201266235,"bcpIDd1A11COPR_A"
"bcpIDd1A11COPR_B",0.318031048617422,0.0130230796269905,24.4205716102893,0.0000000000000000000000000000000000000000000000000000000000000000000000000335129414411804,"bcpIDd1A11COPR_B"
"bcpIDd1A7COPR_A",0.0266250269494315,0.0402391696358104,0.66166939304177,0.508674638225163,"bcpIDd1A7COPR_A"
"bcpIDd1A9COPR_B",0.196045296353992,0.0384660563693482,5.09657903247425,0.000000602522797430794,"bcpIDd1A9COPR_B"
"bcpIDd1B10COPR_A",0.0708907231409227,0.0744235982029157,0.952530176620046,0.341570264769521,"bcpIDd1B10COPR_A"
"bcpIDd1B10COPR_B",0.0723002044165206,0.0233807051649438,3.09230213145688,0.00216668912305495,"bcpIDd1B10COPR_B"
"bcpIDd1B11COPR_A",0.181883275117891,0.0678115578919024,2.68218694234734,0.00770633106849906,"bcpIDd1B11COPR_A"
"bcpIDd1B11COPR_B",0.198774661037747,0.192307869203011,1.03362728660838,0.302116111122088,"bcpIDd1B11COPR_B"
"bcpIDd1B12COPR_A",0.119136073644569,0.0376059840934559,3.1680084038886,0.00168786085687982,"bcpIDd1B12COPR_A"
"bcpIDd1B1COPR_A",-0.0321839423294961,0.0569221509653191,-0.565402778772446,0.572208809278789,"bcpIDd1B1COPR_A"
"bcpIDd1B3COPR_A",0.199148462476889,0.0141487422220341,14.0753474303003,0.0000000000000000000000000000000000393709427597228,"bcpIDd1B3COPR_A"
"bcpIDd1B5COPR_A",0.25044406796205,0.0850132154920824,2.94594277504272,0.00346366620386782,"bcpIDd1B5COPR_A"
"bcpIDd1B7COPR_A",-0.135407088386997,0.163694626059973,-0.827193241746298,0.40876381765388,"bcpIDd1B7COPR_A"
"bcpIDd1B9COPR_A",0.284215824381827,0.0133354622254045,21.3127838823904,0.0000000000000000000000000000000000000000000000000000000000000106868117281159,"bcpIDd1B9COPR_A"
"bcpIDd1B9COPR_B",0.24751602587386,0.0132298873525756,18.7088536188991,0.0000000000000000000000000000000000000000000000000000835615381470309,"bcpIDd1B9COPR_B"
"bcpIDd1C10COPR_A",0.103458564007878,0.0284296488104076,3.63910805574225,0.000320397480065317,"bcpIDd1C10COPR_A"
"bcpIDd1C10COPR_B",0.0401261223446634,0.040889189152251,0.981338177073008,0.327191243793622,"bcpIDd1C10COPR_B"
"bcpIDd1C11COPR_A",0.222339921289288,0.0491035278380187,4.52798263340134,0.00000850302245333308,"bcpIDd1C11COPR_A"
"bcpIDd1C11COPR_B",0.306839316896979,0.0149906900230256,20.4686586425092,0.0000000000000000000000000000000000000000000000000000000000164659119746152,"bcpIDd1C11COPR_B"
"bcpIDd1C12COPR_A",0.132281257319563,0.0212197656889389,6.23386983903014,0.00000000148564400652315,"bcpIDd1C12COPR_A"
"bcpIDd1C1COPR_A",0.0354195269207163,0.0362142590363762,0.97805471831243,0.328809894163603,"bcpIDd1C1COPR_A"
"bcpIDd1C3COPR_A",0.0208854506431411,0.0394456736025511,0.529473798662431,0.596855772789326,"bcpIDd1C3COPR_A"
"bcpIDd1C5COPR_A",0.423709009623791,0.0118146302543401,35.8630782768798,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024359344725763,"bcpIDd1C5COPR_A"
"bcpIDd1C7COPR_A",0.138674673794216,0.0863721881769878,1.60554776625612,0.109391469514861,"bcpIDd1C7COPR_A"
"bcpIDd1C7COPR_B",0.0591346371756303,0.0694504872312022,0.851464684168015,0.395168524723793,"bcpIDd1C7COPR_B"
"bcpIDd1C9COPR_B",0.226744332847473,0.0129481279223316,17.5117464244701,0.00000000000000000000000000000000000000000000000323620388349306,"bcpIDd1C9COPR_B"
"bcpIDd1D10COPR_A",0.0934446464415295,0.0356636034716854,2.62016838864077,0.00922136337790316,"bcpIDd1D10COPR_A"
"bcpIDd1D10COPR_B",0.13255810511013,0.016894774896591,7.8461006980849,0.0000000000000701231668547592,"bcpIDd1D10COPR_B"
