"","u","v","power","f2","sig.level","n"
"114",1,18,0.227609770509729,0.196969696969697,0.05,"20"
"115",1,18,0.241485434009585,0.212121212121212,0.05,"20"
"116",1,18,0.255319690504867,0.227272727272727,0.05,"20"
"117",1,18,0.269101131956246,0.242424242424242,0.05,"20"
"118",1,18,0.282819017862801,0.257575757575758,0.05,"20"
"119",1,18,0.296463246306744,0.272727272727273,0.05,"20"
"120",1,18,0.310024335538728,0.287878787878788,0.05,"20"
"121",1,18,0.32349340120834,0.303030303030303,0.05,"20"
"122",1,18,0.336862134804292,0.318181818181818,0.05,"20"
"123",1,18,0.350122782462391,0.333333333333333,0.05,"20"
"124",1,18,0.363268122955339,0.348484848484848,0.05,"20"
"125",1,18,0.376291451575522,0.363636363636364,0.05,"20"
"126",1,18,0.389186554313323,0.378787878787879,0.05,"20"
"127",1,18,0.401947691849421,0.393939393939394,0.05,"20"
"128",1,18,0.414569579600922,0.409090909090909,0.05,"20"
"129",1,18,0.427047369031894,0.424242424242424,0.05,"20"
"130",1,18,0.439376629412657,0.439393939393939,0.05,"20"
"131",1,18,0.451553330032451,0.454545454545454,0.05,"20"
"132",1,18,0.463573822868764,0.46969696969697,0.05,"20"
"133",1,18,0.475434824597702,0.484848484848485,0.05,"20"
"134",1,18,0.487133404297125,0.5,0.05,"20"
"135",1,18,0.498666961758779,0.515151515151515,0.05,"20"
"136",1,18,0.510033215566031,0.53030303030303,0.05,"20"
"137",1,18,0.521230187214896,0.545454545454545,0.05,"20"
"138",1,18,0.532256186527266,0.560606060606061,0.05,"20"
"139",1,18,0.543109797513371,0.575757575757576,0.05,"20"
"140",1,18,0.55378986467909,0.590909090909091,0.05,"20"
"141",1,18,0.564295479773125,0.606060606060606,0.05,"20"
"142",1,18,0.574625968968481,0.621212121212121,0.05,"20"
"143",1,18,0.584780879639621,0.636363636363636,0.05,"20"
"144",1,18,0.594759971520045,0.651515151515151,0.05,"20"
"145",1,18,0.604563200724454,0.666666666666667,0.05,"20"
"146",1,18,0.614190711396948,0.681818181818182,0.05,"20"
"147",1,18,0.623642824301301,0.696969696969697,0.05,"20"
"148",1,18,0.63292002646756,0.712121212121212,0.05,"20"
"149",1,18,0.642022961223017,0.727272727272727,0.05,"20"
"150",1,18,0.65095241859933,0.742424242424242,0.05,"20"
"151",1,18,0.659709326107452,0.757575757575758,0.05,"20"
"152",1,18,0.668294739871893,0.772727272727273,0.05,"20"
"153",1,18,0.676709836115721,0.787878787878788,0.05,"20"
"154",1,18,0.684955902987684,0.803030303030303,0.05,"20"
"155",1,18,0.693034332722734,0.818181818181818,0.05,"20"
"156",1,18,0.700946613355692,0.833333333333333,0.05,"20"
"157",1,18,0.708694324464468,0.848484848484848,0.05,"20"
"158",1,18,0.716279126059449,0.863636363636364,0.05,"20"
"159",1,18,0.723702754686273,0.878787878787879,0.05,"20"
"160",1,18,0.730967016475668,0.893939393939394,0.05,"20"
"161",1,18,0.738073781121965,0.909090909090909,0.05,"20"
"162",1,18,0.745024976134568,0.924242424242424,0.05,"20"
"163",1,18,0.751822581353982,0.939393939393939,0.05,"20"
"164",1,18,0.758468623724112,0.954545454545455,0.05,"20"
"165",1,18,0.764965172312644,0.96969696969697,0.05,"20"
"166",1,18,0.771314333571444,0.984848484848485,0.05,"20"
"167",1,18,0.777518246829027,1,0.05,"20"
"168",1,18,0.783579080007293,1.01515151515152,0.05,"20"
"169",1,18,0.789499025554854,1.03030303030303,0.05,"20"
"170",1,18,0.795280296589417,1.04545454545455,0.05,"20"
"171",1,18,0.800925123241852,1.06060606060606,0.05,"20"
"172",1,18,0.806435748441773,1.07575757575758,0.05,"20"
"173",1,18,0.811814427548048,1.09090909090909,0.05,"20"
"174",1,18,0.817063421046212,1.10606060606061,0.05,"20"
"175",1,18,0.822184994342978,1.12121212121212,0.05,"20"
"176",1,18,0.827181414355982,1.13636363636364,0.05,"20"
"177",1,18,0.832054946921525,1.15151515151515,0.05,"20"
"178",1,18,0.836807854356682,1.16666666666667,0.05,"20"
"179",1,18,0.841442393169672,1.18181818181818,0.05,"20"
"180",1,18,0.84596081191252,1.1969696969697,0.05,"20"
"181",1,18,0.850365349170231,1.21212121212121,0.05,"20"
"182",1,18,0.854658231680843,1.22727272727273,0.05,"20"
"183",1,18,0.858841672580886,1.24242424242424,0.05,"20"
"184",1,18,0.862917869770947,1.25757575757576,0.05,"20"
"185",1,18,0.86688900439617,1.27272727272727,0.05,"20"
"186",1,18,0.870757239436703,1.28787878787879,0.05,"20"
"187",1,18,0.874524718403256,1.3030303030303,0.05,"20"
"188",1,18,0.878193564133053,1.31818181818182,0.05,"20"
"189",1,18,0.881765877681662,1.33333333333333,0.05,"20"
"190",1,18,0.885243737306286,1.34848484848485,0.05,"20"
"191",1,18,0.88862919683184,1.36363636363636,0.05,"20"
"192",1,18,0.891924287545957,1.37878787878788,0.05,"20"
"193",1,18,0.895131013427477,1.39393939393939,0.05,"20"
"194",1,18,0.898251353056181,1.40909090909091,0.05,"20"
"195",1,18,0.901287258358076,1.42424242424242,0.05,"20"
"196",1,18,0.904240654053096,1.43939393939394,0.05,"20"
"197",1,18,0.907113437167395,1.45454545454545,0.05,"20"
"198",1,18,0.90990747660692,1.46969696969697,0.05,"20"
"199",1,18,0.91262461278907,1.48484848484848,0.05,"20"
"200",1,18,0.915266657329367,1.5,0.05,"20"
