"","Estimate","Std. Error","t value","FDR","bcpid"
"bcpIDd1A10SALT_A",0.0981371621727934,0.00709555428715569,13.8307957632627,0.000000000000000000000000000000000000937727111939435,"bcpIDd1A10SALT_A"
"bcpIDd1A10SALT_B",0.0646907311865776,0.0146074394586125,4.42861538942994,0.0000118023974768172,"bcpIDd1A10SALT_B"
"bcpIDd1A11SALT_A",0.145434231825172,0.00852091014034107,17.0679222559376,0.00000000000000000000000000000000000000000000000000336130928322396,"bcpIDd1A11SALT_A"
"bcpIDd1A11SALT_B",0.144176085757721,0.00776794843525957,18.5603814133588,0.000000000000000000000000000000000000000000000000000000000406152898708246,"bcpIDd1A11SALT_B"
"bcpIDd1A3SALT_A",0.0386102269083771,0.0125728204765109,3.07092803723003,0.00225735464554386,"bcpIDd1A3SALT_A"
"bcpIDd1A3SALT_B",0.166584013590667,0.0372129018838299,4.4765123158281,0.00000952776018413022,"bcpIDd1A3SALT_B"
"bcpIDd1A7SALT_A",0.00723607640731467,0.0191966556102185,0.376944638391224,0.706384514117016,"bcpIDd1A7SALT_A"
"bcpIDd1A7SALT_B",-0.035384481096718,0.0316360356180851,-1.11848657410444,0.263929361203473,"bcpIDd1A7SALT_B"
"bcpIDd1A9SALT_A",0.0786605413035379,0.00991690142241987,7.93196765329381,0.0000000000000158291961245495,"bcpIDd1A9SALT_A"
"bcpIDd1A9SALT_B",0.0354719899593018,0.009988878938178,3.55114824985275,0.000422127182089648,"bcpIDd1A9SALT_B"
"bcpIDd1B10SALT_A",0.0349376105257978,0.0150625927579542,2.31949512857592,0.0207949964813334,"bcpIDd1B10SALT_A"
"bcpIDd1B10SALT_B",0.074696904029819,0.0131098880879864,5.69775298831648,0.0000000214205230689205,"bcpIDd1B10SALT_B"
"bcpIDd1B11SALT_A",0.122257656893381,0.0100083005664039,12.2156260278372,0.00000000000000000000000000000528871712624068,"bcpIDd1B11SALT_A"
"bcpIDd1B11SALT_B",0.0783233829149361,0.137589900914531,0.56925241165476,0.569456218835791,"bcpIDd1B11SALT_B"
"bcpIDd1B12SALT_A",-0.0254604370074307,0.0138062927378894,-1.84411829379499,0.0657937514532239,"bcpIDd1B12SALT_A"
"bcpIDd1B12SALT_B",0.106447264112432,0.1321051960221,0.805776512338119,0.420778338220424,"bcpIDd1B12SALT_B"
"bcpIDd1B1SALT_A",-0.00382987693497505,0.0150718944012293,-0.254107203316305,0.799523632532404,"bcpIDd1B1SALT_A"
"bcpIDd1B1SALT_B",-0.0685018885362626,0.0192391121325831,-3.5605535257653,0.000407675209608279,"bcpIDd1B1SALT_B"
"bcpIDd1B3SALT_A",0.0617376877732058,0.0152926776973291,4.03707506266143,0.0000631625624554043,"bcpIDd1B3SALT_A"
"bcpIDd1B3SALT_B",0.0310796399568278,0.010851427534358,2.86410611492569,0.00436861495655715,"bcpIDd1B3SALT_B"
"bcpIDd1B5SALT_A",0.175776312790954,0.108450799379334,1.62079315041405,0.105731251475293,"bcpIDd1B5SALT_A"
"bcpIDd1B5SALT_B",0.166417960045056,0.00667960609264078,24.9143374230415,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000510432482860893,"bcpIDd1B5SALT_B"
"bcpIDd1B7SALT_A",-0.0542868554627762,0.0137791076598176,-3.93979470971743,0.0000939009055116007,"bcpIDd1B7SALT_A"
