"","mn 0,80","var 0,80","mn 0,40","var 0,40","mn 40,80","var 40,80"
"EH0",0.0199146771545593,0.000421874695452137,0.0380945980545181,0.000468982806349386,-0.0100205807852686,0.000770233534648842
"EH0_40",0.00811988343335069,0.000845173451822416,0.0123293738830856,0.000577407805442891,-0.00434657411294847,0.000588741837926684
"EH40",0.0189748435867063,0.000774739191034455,0.0182813059759225,0.00057677869681571,0.0220839202472626,0.000778253277682858
"EH20_60",0.0408982340976724,0.00106726688604101,0.0189441567102209,0.000608077060611312,0.0525641032171459,0.00144961630343497
"EH0_80",0.0506136879238418,0.00212192754728289,0.0147514204482646,0.000353635112288312,0.0726466341848864,0.00206425640111705
"EH40_80",0.0708620089684113,0.00206836821906566,0.0189838664391395,0.00135434923255021,0.0995531349054791,0.00279073515130569
"EH80",0.0871228803632623,0.00333514820610884,0.00957982917810511,0.0024889850352351,0.11218797901958,0.00380599742772911
