"","Estimate","Std. Error","t value","FDR","bcpid"
"bcpIDd1B1SALT_B",0.0652690356950941,0.00709877302900478,9.19441084091747,0.000000000000000000968880413229951,"bcpIDd1B1SALT_B"
"bcpIDd1B3SALT_A",0.0186853980869881,0.0114867718929638,1.62668835605883,0.104423399787303,"bcpIDd1B3SALT_A"
"bcpIDd1B3SALT_B",-0.00180978145418526,0.00676328592794271,-0.26758907925334,0.789124244897648,"bcpIDd1B3SALT_B"
"bcpIDd1B5SALT_B",-0.0573784120707537,0.00720940883917666,-7.95882344179922,0.0000000000000114131593655054,"bcpIDd1B5SALT_B"
"bcpIDd1B7SALT_A",0.0749077694883336,0.00723256264177506,10.3570163437878,0.0000000000000000000000618343746118361,"bcpIDd1B7SALT_A"
"bcpIDd1B7SALT_B",-0.0248608967725862,0.00787950367867257,-3.15513486463331,0.00169932414063669,"bcpIDd1B7SALT_B"
"bcpIDd1B9SALT_A",-0.0102218604171858,0.0091495142801942,-1.11720252071882,0.264435841101391,"bcpIDd1B9SALT_A"
"bcpIDd1B9SALT_B",-0.0200421591654136,0.00819356219048313,-2.44608617100541,0.014779795064084,"bcpIDd1B9SALT_B"
"bcpIDd1C10SALT_B",-0.0393362194748733,0.0127289694123057,-3.09029098906036,0.00210924711302262,"bcpIDd1C10SALT_B"
"bcpIDd1C11SALT_B",-0.0334594358462614,0.00887520571609685,-3.76998989280626,0.000182434312035709,"bcpIDd1C11SALT_B"
"bcpIDd1C12SALT_A",0.043452788667099,0.00927876494969365,4.68303582456129,0.0000036325407977345,"bcpIDd1C12SALT_A"
"bcpIDd1C12SALT_B",0.120141542481922,0.00822017232464463,14.6154530266634,0.000000000000000000000000000000000000000123436748912755,"bcpIDd1C12SALT_B"
"bcpIDd1C3SALT_A",0.0152029958380243,0.00838312837132919,1.81352296715621,0.0703411401815669,"bcpIDd1C3SALT_A"
"bcpIDd1C3SALT_B",0.000684905088692405,0.00753403303478785,0.0909081610778591,0.927601399116569,"bcpIDd1C3SALT_B"
