"","Estimate","Std. Error","t value","FDR","bcpid"
"bcpIDd1A10SALT_A",0.0716853401830585,0.00651923054364414,10.9959817655087,0.000000000000000000000000450251691682192,"bcpIDd1A10SALT_A"
"bcpIDd1A10SALT_B",-0.00268978458031813,0.0192704033363848,-0.139581125177567,0.889053402880182,"bcpIDd1A10SALT_B"
"bcpIDd1A11SALT_A",0.0857105149991344,0.00737580758919237,11.6204922596848,0.00000000000000000000000000176633589465464,"bcpIDd1A11SALT_A"
"bcpIDd1A11SALT_B",0.0755500295591105,0.00717912718975801,10.5235674981344,0.0000000000000000000000265465376506706,"bcpIDd1A11SALT_B"
"bcpIDd1A3SALT_A",0.0544617568927598,0.0109902952717723,4.95544073621392,0.0000010235267678778,"bcpIDd1A3SALT_A"
"bcpIDd1A3SALT_B",0.164609845635207,0.0391334234154561,4.2063747883144,0.0000313297877963771,"bcpIDd1A3SALT_B"
"bcpIDd1A7SALT_A",0.00773835841487525,0.0172978905188821,0.447358503421454,0.654831486114736,"bcpIDd1A7SALT_A"
"bcpIDd1A7SALT_B",-0.00282859784253139,0.0251451255590983,-0.112490901502296,0.9104843456676,"bcpIDd1A7SALT_B"
"bcpIDd1A9SALT_A",-0.0214884743230556,0.0114593934871692,-1.87518426233602,0.0614147334800163,"bcpIDd1A9SALT_A"
"bcpIDd1A9SALT_B",-0.054909585857039,0.0142162458704918,-3.86245330569395,0.000128727034986783,"bcpIDd1A9SALT_B"
"bcpIDd1B10SALT_A",0.0130235251001975,0.012601313493269,1.0335053649093,0.301922559724345,"bcpIDd1B10SALT_A"
"bcpIDd1B10SALT_B",0.0323140885934363,0.0131155826722535,2.46379359582689,0.0141205245818832,"bcpIDd1B10SALT_B"
"bcpIDd1B11SALT_A",0.0765341969236475,0.00901204896008307,8.49243021899229,0.000000000000000297426209620917,"bcpIDd1B11SALT_A"
"bcpIDd1B11SALT_B",0.176733895082443,0.0964945303844283,1.83154313906027,0.06768040681665,"bcpIDd1B11SALT_B"
"bcpIDd1B12SALT_A",-0.00240627043845129,0.0101872643902272,-0.236203788011986,0.813382011371973,"bcpIDd1B12SALT_A"
"bcpIDd1B1SALT_A",0.0304601306569589,0.0109666665233575,2.77751954908841,0.0057064167600134,"bcpIDd1B1SALT_A"
"bcpIDd1B1SALT_B",-0.0498230502639749,0.0185011221415141,-2.69297450624243,0.00734616253968124,"bcpIDd1B1SALT_B"
"bcpIDd1B3SALT_A",-0.00389965653162278,0.0155247227607034,-0.251190091554723,0.801781805567716,"bcpIDd1B3SALT_A"
"bcpIDd1B3SALT_B",0.00696546393578158,0.00960917585194299,0.72487631021688,0.468904654749824,"bcpIDd1B3SALT_B"
"bcpIDd1B5SALT_A",0.0839423964765353,0.107215867459422,0.782928856200369,0.434080715459356,"bcpIDd1B5SALT_A"
"bcpIDd1B5SALT_B",0.135752346917017,0.00607961274531153,22.3291108503097,0.00000000000000000000000000000000000000000000000000000000000000000000000000698432116561332,"bcpIDd1B5SALT_B"
"bcpIDd1B7SALT_A",-0.0533860914892619,0.0117819001299401,-4.53119538448621,0.00000752502861496498,"bcpIDd1B7SALT_A"
"bcpIDd1B7SALT_B",0.00505638773138964,0.011088272545414,0.456012215670233,0.64860117887939,"bcpIDd1B7SALT_B"
"bcpIDd1B9SALT_A",0.121482206223783,0.00796521413265994,15.25159326548,0.00000000000000000000000000000000000000000123264417099258,"bcpIDd1B9SALT_A"
"bcpIDd1B9SALT_B",-0.0176813656303591,0.0133430432225984,-1.32513740196937,0.185798013940334,"bcpIDd1B9SALT_B"
"bcpIDd1C10SALT_B",-0.00909535724052549,0.0181292010969735,-0.501696527710969,0.616126366970801,"bcpIDd1C10SALT_B"
"bcpIDd1C11SALT_B",0.0784063109641407,0.00840698986203043,9.3263239579076,0.000000000000000000498548256500649,"bcpIDd1C11SALT_B"
"bcpIDd1C12SALT_A",-0.0245465963449247,0.0108845895199937,-2.25516968736721,0.0246024274644257,"bcpIDd1C12SALT_A"
"bcpIDd1C12SALT_B",-0.152995284017206,0.0369462299686818,-4.14102559711493,0.0000412975478935069,"bcpIDd1C12SALT_B"
"bcpIDd1C1SALT_B",-0.0125542081234933,0.0826644890630007,-0.151869421389944,0.879357989448323,"bcpIDd1C1SALT_B"
"bcpIDd1C3SALT_A",0.0383731604310241,0.00971104673515759,3.95149580447379,0.0000901505511303583,"bcpIDd1C3SALT_A"
"bcpIDd1C3SALT_B",0.0383646936846428,0.00996894948338606,3.84841890798826,0.000136077005582196,"bcpIDd1C3SALT_B"
"bcpIDd1C5SALT_A",0.294215652557595,0.00608787115503994,48.3281667868453,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301198617027773,"bcpIDd1C5SALT_A"
"bcpIDd1C5SALT_B",0.156141684028327,0.00601350201608109,25.9651836169305,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000165689568478477,"bcpIDd1C5SALT_B"
"bcpIDd1C7SALT_A",-0.0699956189962821,0.0274155970049207,-2.55313130637713,0.0110048089716984,"bcpIDd1C7SALT_A"
"bcpIDd1C7SALT_B",-0.0171398954974534,0.0206428885449085,-0.830305093212397,0.406806587423788,"bcpIDd1C7SALT_B"
"bcpIDd1C9SALT_A",-0.0059033755678789,0.0130884894621134,-0.451035666489024,0.652181104471358,"bcpIDd1C9SALT_A"
"bcpIDd1C9SALT_B",-0.0200738812424394,0.013358846027714,-1.50266581415749,0.133626651190229,"bcpIDd1C9SALT_B"
"bcpIDd1D10SALT_A",0.136664647146133,0.00598417866848646,22.8376615601116,0.0000000000000000000000000000000000000000000000000000000000000000000000000000317411156102161,"bcpIDd1D10SALT_A"
"bcpIDd1D11SALT_A",0.181092905383055,0.00533072635803714,33.9715253081826,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000278046249355512,"bcpIDd1D11SALT_A"
"bcpIDd1D11SALT_B",0.100959698345106,0.00882201648589452,11.4440614009881,0.00000000000000000000000000859330015913481,"bcpIDd1D11SALT_B"
"bcpIDd1D1SALT_A",0.050598022980084,0.0319316710266815,1.58457172309602,0.113766140280977,"bcpIDd1D1SALT_A"
"bcpIDd1D3SALT_A",-0.0188296569334985,0.0192067400142956,-0.980367148172129,0.327431685943879,"bcpIDd1D3SALT_A"
"bcpIDd1D3SALT_B",-0.0106205772511991,0.026698016325659,-0.397803983698665,0.690963322158741,"bcpIDd1D3SALT_B"
"bcpIDd1D5SALT_A",0.225287471627526,0.00841802829905274,26.762498725845,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000423265708410489,"bcpIDd1D5SALT_A"
"bcpIDd1D9SALT_B",0.0411547342874072,0.110745623222734,0.371614995606967,0.710354433785329,"bcpIDd1D9SALT_B"
