"","EH0","EH0_40","EH40","EH20_60","EH0_80","EH40_80","EH80"
"0000",0,0,1,0,0,0,0
"1000",0,0,0,0,0,0,0
"0100",0,0,0,0,0,0,0
"0010",0,0,0,0,0,0,0
"0001",0,2,0,3,0,0,0
"1100",1,2,1,0,0,0,0
"1010",0,0,0,0,0,0,0
"1001",0,0,0,0,0,0,0
"0101",0,2,0,0,0,0,0
"0110",0,0,0,0,0,0,0
"0011",0,0,0,1,7,8,2
"1110",1,1,0,2,0,0,0
"1101",3,6,1,2,0,0,0
"1011",0,0,0,1,0,0,0
"0111",0,0,0,0,6,9,3
"1111",3,2,4,10,6,6,6
"n_extinct",24,17,25,13,11,9,21
"n_tot",32,32,32,32,30,32,32
