"","EH0","EH0_40","EH40","EH20_60","EH0_80","EH40_80","EH80"
"000",0.1,0.2,0.182,0.154,0,0.042,0
"100",0,0.05,0,0.077,0,0,0
"010",0,0.1,0,0,0,0,0
"001",0,0,0,0.038,0.35,0.333,0.182
"110",0.4,0.45,0.455,0.154,0,0,0
"101",0,0,0,0.038,0,0,0
"011",0,0,0,0,0.35,0.375,0.273
"111",0.5,0.2,0.364,0.538,0.3,0.25,0.545
"n_extinct",6,12,5,6,10,8,5
"n_tot",16,32,16,32,30,32,16
