"","EH0","EH0_40","EH40","EH20_60","EH0_80","EH40_80","EH80"
"000",0.429,0.704,0.812,0.786,0.625,0.654,0.524
"100",0,0.037,0.094,0.179,0.375,0.346,0.429
"010",0,0.037,0.031,0.036,0,0,0
"001",0.476,0.185,0.031,0,0,0,0
"110",0,0.037,0.031,0,0,0,0.048
"101",0,0,0,0,0,0,0
"011",0.095,0,0,0,0,0,0
"111",0,0,0,0,0,0,0
"n_extinct",11,5,0,4,6,6,11
"n_tot",32,32,32,32,30,32,32
