"","u","v","power","f2","sig.level","n"
"142",1,18,0.573311101469757,0.621212121212121,0.05,"20"
"143",1,18,0.583456987727554,0.636363636363636,0.05,"20"
"144",1,18,0.593428173177668,0.651515151515151,0.05,"20"
"145",1,18,0.603224588872552,0.666666666666667,0.05,"20"
"146",1,18,0.612846352998448,0.681818181818182,0.05,"20"
"147",1,18,0.622293759598828,0.696969696969697,0.05,"20"
"148",1,18,0.631567268328614,0.712121212121212,0.05,"20"
"149",1,18,0.640667494586717,0.727272727272727,0.05,"20"
"150",1,18,0.649595200018898,0.742424242424242,0.05,"20"
"151",1,18,0.658351283382808,0.757575757575758,0.05,"20"
"152",1,18,0.666936771766911,0.772727272727273,0.05,"20"
"153",1,18,0.675352812154925,0.787878787878788,0.05,"20"
"154",1,18,0.683600663327335,0.803030303030303,0.05,"20"
"155",1,18,0.691681688091471,0.818181818181818,0.05,"20"
"156",1,18,0.699597345831631,0.833333333333333,0.05,"20"
"157",1,18,0.707349184481719,0.848484848484848,0.05,"20"
"158",1,18,0.714938837083851,0.863636363636364,0.05,"20"
"159",1,18,0.722368010375054,0.878787878787879,0.05,"20"
"160",1,18,0.729638481648569,0.893939393939394,0.05,"20"
"161",1,18,0.736752092027912,0.909090909090909,0.05,"20"
"162",1,18,0.743710740759147,0.924242424242424,0.05,"20"
"163",1,18,0.750516379764302,0.939393939393939,0.05,"20"
"164",1,18,0.757171008447799,0.954545454545455,0.05,"20"
"165",1,18,0.763676668747882,0.96969696969697,0.05,"20"
"166",1,18,0.770035440425101,0.984848484848485,0.05,"20"
"167",1,18,0.776249436580094,1,0.05,"20"
"168",1,18,0.782320799392963,1.01515151515152,0.05,"20"
"169",1,18,0.788251696076738,1.03030303030303,0.05,"20"
"170",1,18,0.79404431503752,1.04545454545455,0.05,"20"
"171",1,18,0.79970086223405,1.06060606060606,0.05,"20"
"172",1,18,0.805223556998854,1.07575757575758,0.05,"20"
"173",1,18,0.810614631594412,1.09090909090909,0.05,"20"
"174",1,18,0.815876324044484,1.10606060606061,0.05,"20"
"175",1,18,0.82101087785598,1.12121212121212,0.05,"20"
"176",1,18,0.826020538634239,1.13636363636364,0.05,"20"
"177",1,18,0.830907551495266,1.15151515151515,0.05,"20"
"178",1,18,0.83567415863087,1.16666666666667,0.05,"20"
"179",1,18,0.840322597020691,1.18181818181818,0.05,"20"
"180",1,18,0.844855096285251,1.1969696969697,0.05,"20"
"181",1,18,0.849273876674321,1.21212121212121,0.05,"20"
"182",1,18,0.85358114718507,1.22727272727273,0.05,"20"
"183",1,18,0.857779103804598,1.24242424242424,0.05,"20"
"184",1,18,0.861869927871615,1.25757575757576,0.05,"20"
"185",1,18,0.865855784552199,1.27272727272727,0.05,"20"
"186",1,18,0.869738821424686,1.28787878787879,0.05,"20"
"187",1,18,0.873521167168934,1.3030303030303,0.05,"20"
"188",1,18,0.877204930355315,1.31818181818182,0.05,"20"
"189",1,18,0.88079219832896,1.33333333333333,0.05,"20"
"190",1,18,0.884285036184916,1.34848484848485,0.05,"20"
"191",1,18,0.887685485145924,1.36363636363636,0.05,"20"
"192",1,18,0.890995564369028,1.37878787878788,0.05,"20"
"193",1,18,0.89421726628061,1.39393939393939,0.05,"20"
"194",1,18,0.897352558400759,1.40909090909091,0.05,"20"
"195",1,18,0.900403382096836,1.42424242424242,0.05,"20"
"196",1,18,0.903371652020738,1.43939393939394,0.05,"20"
"197",1,18,0.906259255610519,1.45454545454545,0.05,"20"
"198",1,18,0.909068052653102,1.46969696969697,0.05,"20"
"199",1,18,0.911799874904904,1.48484848484848,0.05,"20"
"200",1,18,0.914456525767351,1.5,0.05,"20"
