"","ppects","ppccts","ppcctsm","cc","ccm"
"Ancestral_A1_R1",278893,53.3333333333333,0.484848484848485,0.000192282591010065,0.00000174802355463696
"Ancestral_E6_R1",315070.333333333,16,0.145454545454545,0.0000513353512915302,0.000000466685011741184
"Ancestral_F8_R1",254789.666666667,23.3333333333333,0.212121212121212,0.0000911664204319959,0.000000828785640290872
"SALT_A_A1_R1",172915.333333333,30.3333333333333,0.275757575757576,0.00016909835872861,0.00000153725780662372
"SALT_A_E6_R1",296522,121.666666666667,1.10606060606061,0.000406950459703632,0.00000369954963366939
"SALT_A_F8_R1",193294,63,0.572727272727273,0.000332507763825487,0.00000302279785295897
"COPR_A_A1",450194,893,8.11818181818182,0.00197966245979157,0.0000179969314526506
"COPR_A_E6",377924,714,6.49090909090909,0.00188570613620397,0.0000171427830563998
"COPR_A_F8",188543,3668,33.3454545454545,0.0190831950304613,0.000173483591186012
