"","u","v","power","f2","sig.level","n"
"104",1,30,0.116893825003293,0.0454545454545454,0.05,"32"
"105",1,30,0.139857250396334,0.0606060606060606,0.05,"32"
"106",1,30,0.163005871987927,0.0757575757575758,0.05,"32"
"107",1,30,0.18626135433219,0.0909090909090909,0.05,"32"
"108",1,30,0.209551738293828,0.106060606060606,0.05,"32"
"109",1,30,0.232811143127663,0.121212121212121,0.05,"32"
"110",1,30,0.255979462412236,0.136363636363636,0.05,"32"
"111",1,30,0.279002068133555,0.151515151515152,0.05,"32"
"112",1,30,0.301829515040724,0.166666666666667,0.05,"32"
"113",1,30,0.324417255409608,0.181818181818182,0.05,"32"
"114",1,30,0.346725351960333,0.196969696969697,0.05,"32"
"115",1,30,0.368718204979322,0.212121212121212,0.05,"32"
"116",1,30,0.390364284225661,0.227272727272727,0.05,"32"
"117",1,30,0.411635868942655,0.242424242424242,0.05,"32"
"118",1,30,0.432508800931143,0.257575757575758,0.05,"32"
"119",1,30,0.452962239636794,0.272727272727273,0.05,"32"
"120",1,30,0.472978433350635,0.287878787878788,0.05,"32"
"121",1,30,0.492542497130825,0.303030303030303,0.05,"32"
"122",1,30,0.511642201060456,0.318181818181818,0.05,"32"
"123",1,30,0.530267768303575,0.333333333333333,0.05,"32"
"124",1,30,0.548411681922508,0.348484848484848,0.05,"32"
"125",1,30,0.56606850584617,0.363636363636364,0.05,"32"
"126",1,30,0.583234707062207,0.378787878787879,0.05,"32"
"127",1,30,0.599908494806292,0.393939393939394,0.05,"32"
"128",1,30,0.616089665286202,0.409090909090909,0.05,"32"
"129",1,30,0.631779455948469,0.424242424242424,0.05,"32"
"130",1,30,0.646980408357744,0.439393939393939,0.05,"32"
"131",1,30,0.661696239412339,0.454545454545454,0.05,"32"
"132",1,30,0.675931719824074,0.46969696969697,0.05,"32"
"133",1,30,0.689692564003895,0.484848484848485,0.05,"32"
"134",1,30,0.702985320513136,0.5,0.05,"32"
"135",1,30,0.71581727613553,0.515151515151515,0.05,"32"
"136",1,30,0.728196363697738,0.53030303030303,0.05,"32"
"137",1,30,0.740131076983456,0.545454545454545,0.05,"32"
"138",1,30,0.75163039184867,0.560606060606061,0.05,"32"
"139",1,30,0.76270369323294,0.575757575757576,0.05,"32"
"140",1,30,0.773360707766549,0.590909090909091,0.05,"32"
"141",1,30,0.783611441679343,0.606060606060606,0.05,"32"
"142",1,30,0.79346612372405,0.621212121212121,0.05,"32"
"143",1,30,0.802935152043519,0.636363636363636,0.05,"32"
"144",1,30,0.812029049276394,0.651515151515151,0.05,"32"
"145",1,30,0.820758414642336,0.666666666666667,0.05,"32"
"146",1,30,0.829133886897282,0.681818181818182,0.05,"32"
"147",1,30,0.837166107668876,0.696969696969697,0.05,"32"
"148",1,30,0.844865688900879,0.712121212121212,0.05,"32"
"149",1,30,0.852243183542433,0.727272727272727,0.05,"32"
"150",1,30,0.859309059267191,0.742424242424242,0.05,"32"
"151",1,30,0.866073675017027,0.757575757575758,0.05,"32"
"152",1,30,0.872547260174627,0.772727272727273,0.05,"32"
"153",1,30,0.878739896178741,0.787878787878788,0.05,"32"
"154",1,30,0.884661500405207,0.803030303030303,0.05,"32"
"155",1,30,0.890321812145959,0.818181818181818,0.05,"32"
"156",1,30,0.895730379858013,0.833333333333333,0.05,"32"
"157",1,30,0.900896553437459,0.848484848484848,0.05,"32"
"158",1,30,0.905829471873672,0.863636363636364,0.05,"32"
"159",1,30,0.910538058491252,0.878787878787879,0.05,"32"
"160",1,30,0.915031014632894,0.893939393939394,0.05,"32"
"161",1,30,0.919316815183882,0.909090909090909,0.05,"32"
"162",1,30,0.923403705254901,0.924242424242424,0.05,"32"
"163",1,30,0.927299697919123,0.939393939393939,0.05,"32"
"164",1,30,0.931012572906185,0.954545454545455,0.05,"32"
"165",1,30,0.934549876162042,0.96969696969697,0.05,"32"
"166",1,30,0.937918920189769,0.984848484848485,0.05,"32"
"167",1,30,0.941126785092135,1,0.05,"32"
"168",1,30,0.944180320242317,1.01515151515152,0.05,"32"
"169",1,30,0.947086146514295,1.03030303030303,0.05,"32"
"170",1,30,0.949850659009436,1.04545454545455,0.05,"32"
"171",1,30,0.952480030220474,1.06060606060606,0.05,"32"
"172",1,30,0.954980213578468,1.07575757575758,0.05,"32"
"173",1,30,0.957356946748012,1.09090909090909,0.05,"32"
"174",1,30,0.959615758066061,1.10606060606061,0.05,"32"
"175",1,30,0.961761967636309,1.12121212121212,0.05,"32"
"176",1,30,0.963800694096039,1.13636363636364,0.05,"32"
"177",1,30,0.965736858876117,1.15151515151515,0.05,"32"
"178",1,30,0.967575191121296,1.16666666666667,0.05,"32"
"179",1,30,0.969320232716899,1.18181818181818,0.05,"32"
"180",1,30,0.970976343394669,1.1969696969697,0.05,"32"
"181",1,30,0.972547705893094,1.21212121212121,0.05,"32"
"182",1,30,0.974038331149859,1.22727272727273,0.05,"32"
"183",1,30,0.975452063506222,1.24242424242424,0.05,"32"
"184",1,30,0.976792585905183,1.25757575757576,0.05,"32"
"185",1,30,0.978063425067159,1.27272727272727,0.05,"32"
"186",1,30,0.979267956628641,1.28787878787879,0.05,"32"
"187",1,30,0.980409410230935,1.3030303030303,0.05,"32"
"188",1,30,0.981490874547552,1.31818181818182,0.05,"32"
"189",1,30,0.982515302240241,1.33333333333333,0.05,"32"
"190",1,30,0.983485514834891,1.34848484848485,0.05,"32"
"191",1,30,0.984404207509722,1.36363636363636,0.05,"32"
"192",1,30,0.985273953789264,1.37878787878788,0.05,"32"
"193",1,30,0.986097210138604,1.39393939393939,0.05,"32"
"194",1,30,0.986876320453285,1.40909090909091,0.05,"32"
"195",1,30,0.987613520441084,1.42424242424242,0.05,"32"
"196",1,30,0.988310941397755,1.43939393939394,0.05,"32"
"197",1,30,0.988970616309385,1.45454545454545,0.05,"32"
"198",1,30,0.989594481026488,1.46969696969697,0.05,"32"
"199",1,30,0.99018438006901,1.48484848484848,0.05,"32"
"200",1,30,0.990742069972855,1.5,0.05,"32"
